index_col,Company,TypeName,Inches,screen_size,resolution_width,resolution_height,ips_panel,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,price,ppi
390,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Nvidia,windows,2.2,2198.944,100
391,Dell,Notebook,14,medium,1920,1080,0,0,Intel,Core i3,2,4,SSD,128,0,Intel,windows,1.6,3450.216,157
392,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,HDD,2048,0,AMD,windows,2.02,3558.72,141
393,HP,Ultrabook,13.3,small,3200,1800,1,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.34,5368.528,276
394,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,N/A,2.4,3793.152,141
395,HP,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,12,HDD,1024,0,Nvidia,windows,3.78,7966.024,127
396,Acer,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia,linux,2.4,3741.496,141
397,Lenovo,Ultrabook,14,medium,2560,1440,1,0,Intel,Core i7,2.6,12,SSD,256,0,Intel,windows,1.4,8711.472,210
398,Asus,Notebook,15.6,medium,1366,768,0,0,AMD,E-Series 7110,1.8,4,HDD,500,0,AMD,windows,2,1636.36,100
399,HP,2 in 1 Convertible,13.3,small,3840,2160,1,1,Intel,Core i7,1.8,8,SSD,512,0,Intel,windows,1.29,9372.616,331
400,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2.4,4,SSD,128,0,Intel,windows,2.1,3307.832,141
401,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,500,0,AMD,windows,1.9,5410.68,141
402,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,AMD,windows,2.33,4215.112,141
403,Google,Ultrabook,12.3,small,2400,1600,0,1,Intel,Core i5,1.2,8,SSD,128,0,Intel,other,1.1,5978.016,235
404,Dell,Ultrabook,13.3,small,1920,1080,0,1,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.42,8635.792,166
405,HP,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.36,8205.12,157
406,Asus,Notebook,15.6,medium,3840,2160,1,0,Intel,Core i7,2.6,12,Hybrid,128,1024,Intel,windows,2.06,6090.568,282
407,Dell,Notebook,14,medium,1366,768,0,0,Intel,Core i3,2.3,8,SSD,128,0,Intel,windows,1.79,3469.576,112
408,Lenovo,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,180,0,Intel,windows,1.7,6395.312,157
409,Toshiba,Notebook,13.3,small,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.05,7839.392,166
410,Asus,2 in 1 Convertible,15.6,medium,1920,1080,0,1,Intel,Core i7,2.7,12,Hybrid,512,2048,Nvidia,windows,2.26,5152.84,141
411,Dell,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,1.8,8,SSD,512,0,Nvidia,windows,2.16,5917.032,141
412,Acer,Notebook,15.6,medium,1366,768,0,0,AMD,A9-Series 9420,3,4,SSD,128,0,AMD,windows,2.1,1997.336,100
413,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.4,4,HDD,1024,0,Intel,windows,2.18,2750.352,100
414,HP,Notebook,13.3,small,1920,1080,1,0,Intel,Core i5,1.6,4,SSD,128,0,Intel,windows,1.49,3403.928,166
415,Asus,Gaming,17.3,large,1920,1080,1,0,AMD,Ryzen 1700,3,16,Hybrid,256,1024,AMD,windows,3.25,10310.344,127
416,Lenovo,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,1.87,3680.6,157
417,Chuwi,Notebook,15.6,medium,1920,1080,0,0,Intel,Atom x5-Z8350,1.4,4,Flash Storage,64,0,Intel,windows,1.89,1166.968,141
418,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.3,4,HDD,1024,0,Intel,N/A,2.15,2167.792,141
419,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,windows,1.86,1861.376,141
420,Lenovo,Notebook,17.3,large,1600,900,0,0,AMD,A8-Series 7410,2.2,4,SSD,128,0,AMD,windows,2.6,2292.752,106
421,Lenovo,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.99,8106.648,141
422,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,SSD,128,0,Intel,windows,2.3,2649.064,100
423,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,SSD,128,0,Intel,windows,2.2,2339.656,141
424,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.75,4918.408,157
425,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.9,5237.144,141
426,Dell,Workstation,15.6,medium,1920,1080,1,0,Intel,Core i7,2.7,16,SSD,512,0,Nvidia,windows,2.17,10962.072,141
427,Dell,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,4.42,12654.664,127
428,HP,Notebook,17.3,large,1600,900,0,0,Intel,Core i3,2,8,HDD,1024,0,Intel,windows,2.65,2551.296,106
429,Dell,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i7,1.8,8,SSD,256,0,Intel,windows,1.62,4074.488,166
430,HP,Notebook,17.3,large,1920,1080,0,0,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia,windows,2.63,6001.424,127
431,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,HDD,500,0,Intel,linux,2,1050.28,100
432,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,SSD,512,0,Nvidia,windows,2.06,8903.752,141
433,HP,Notebook,15.6,medium,1920,1080,0,0,AMD,A9-Series 9420,3,4,SSD,256,0,AMD,windows,1.91,2292.664,141
434,Mediacom,Notebook,13.3,small,1920,1080,1,0,Intel,Atom x5-Z8350,1.4,4,Flash Storage,32,0,Intel,windows,1.35,1195.568,166
435,Acer,Notebook,15.6,medium,1920,1080,1,1,Intel,Core i3,2.4,6,HDD,1024,0,Intel,windows,2.1,2245.848,141
436,Lenovo,Ultrabook,12.5,small,1920,1080,1,0,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,1.36,8430.136,176
437,Lenovo,Notebook,17.3,large,1600,900,0,0,Intel,Core i7,2.7,6,Hybrid,128,1024,Nvidia,windows,2.8,4449.544,106
438,HP,Notebook,15.6,medium,1920,1080,1,0,AMD,A10-Series A10-9620P,2.5,6,SSD,128,0,AMD,windows,1.91,2667.368,141
439,Asus,Ultrabook,12.5,small,1920,1080,0,0,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,0.91,9142.848,176
440,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,2048,Nvidia,windows,1.8,10509.576,141
441,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,1024,0,AMD,windows,2.18,2897.136,100
442,Lenovo,Netbook,11.6,small,1366,768,1,0,Intel,Celeron Quad,1.1,4,SSD,128,0,Intel,windows,1.59,2592.832,135
443,Acer,2 in 1 Convertible,11.6,small,1920,1080,1,1,Intel,Celeron Dual,2,4,Flash Storage,32,0,Intel,windows,1.25,1636.36,190
444,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,N/A,2.2,2949.144,141
445,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,HDD,500,0,Intel,windows,1.8,1448.832,100
446,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2.7,4,SSD,128,0,Intel,windows,2.05,2953.808,141
447,HP,Notebook,17.3,large,1920,1080,0,0,Intel,Core i7,1.8,16,SSD,512,0,Nvidia,windows,2.5,5959.272,127
448,Lenovo,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.3,4744.872,141
449,HP,Ultrabook,13.3,small,3200,1800,1,1,Intel,Core M,1.2,16,SSD,512,0,Intel,windows,1.16,9213.16,276
450,Asus,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel,windows,1.5,1340.944,112
451,Lenovo,Notebook,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,3.4,14061.256,127
452,Toshiba,Ultrabook,13.3,small,1920,1080,0,1,Intel,Core i7,2.7,32,SSD,512,0,Intel,windows,1.05,13123.528,166
453,Acer,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia,linux,2.4,3966.6,141
454,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,windows,2.5,3933.776,141
455,Asus,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,1.99,6329.664,141
456,Dell,Ultrabook,13.3,small,3840,2160,1,1,Intel,Core i5,1.6,8,SSD,128,0,Intel,windows,1.21,7497.16,331
457,Acer,Notebook,15.6,medium,1366,768,0,0,AMD,A9-Series 9420,3,4,SSD,256,0,AMD,windows,2.1,2114.552,100
458,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.6,4,HDD,500,0,Intel,windows,1.93,4496.448,100
459,Acer,Notebook,15.6,medium,1366,768,0,0,AMD,A10-Series 9620P,2.5,8,HDD,1024,0,AMD,windows,2.2,2714.712,100
460,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Pentium Quad,1.1,4,HDD,500,0,Intel,windows,2.2,1612.864,141
461,Asus,Gaming,17.3,large,1920,1080,1,1,Intel,Core i7,2.6,24,Hybrid,256,1024,Nvidia,windows,4.33,5949.856,127
462,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,1.6,8,HDD,1024,0,Intel,windows,1.63,3807.144,157
463,Lenovo,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,2.02,4641.736,112
464,HP,Workstation,17.3,large,1600,900,0,0,Intel,Core i5,2.8,8,HDD,500,0,Nvidia,windows,3.14,8725.552,106
465,Asus,Notebook,14,medium,1366,768,0,0,AMD,E-Series 6110,1.5,4,SSD,64,0,AMD,windows,1.65,1303.368,112
466,Lenovo,Ultrabook,12.5,small,1366,768,1,0,Intel,Core i5,2.3,8,SSD,180,0,Intel,windows,1.3,5152.84,125
467,HP,Notebook,14,medium,1366,768,0,0,Intel,Pentium Quad,1.6,8,HDD,2048,0,Intel,windows,1.94,1823.888,112
468,Dell,Notebook,17.3,large,1920,1080,0,0,Intel,Core i7,1.8,16,Hybrid,256,2048,AMD,windows,2.8,6545.352,127
469,HP,Notebook,15.6,medium,1920,1080,1,0,AMD,A9-Series A9-9420,3,6,SSD,256,0,AMD,windows,1.95,3042.952,141
470,HP,Notebook,17.3,large,1920,1080,0,0,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,2.5,4351.072,127
471,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,HDD,1024,0,AMD,windows,2.36,2995.96,100
472,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,2.3,3891.536,141
473,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,8,SSD,256,0,Intel,windows,2.17,4214.584,141
474,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,4,HDD,500,0,Intel,windows,2.05,3211.736,141
475,HP,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,3.35,5584.128,127
476,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,1024,0,Intel,windows,1.48,8200.456,157
477,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,AMD,windows,2.2,2105.224,141
478,Mediacom,Notebook,14,medium,1920,1080,0,0,Intel,Atom x5-Z8350,1.4,4,SSD,32,0,Intel,windows,1.4,1167.496,157
479,Lenovo,Notebook,13.3,small,1920,1080,1,0,Intel,Core i3,2.4,8,SSD,256,0,Intel,windows,1.4,4449.544,166
480,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,SSD,128,0,Intel,N/A,1.85,1891.824,141
481,Toshiba,Ultrabook,14,medium,1920,1080,0,1,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,1.24,8744.296,157
482,Acer,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,1.8,8,SSD,256,0,Intel,windows,1.6,4144.8,157
483,Lenovo,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,2.3,4271.344,141
484,Lenovo,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.7,32,Hybrid,256,1024,Nvidia,windows,4.6,12485.88,127
485,Acer,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2.7,4,SSD,256,0,Nvidia,windows,7.2,2681.888,141
486,Asus,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.1,4,Flash Storage,64,0,Intel,windows,1.2,1594.12,135
487,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,SSD,256,0,AMD,windows,1.91,2902.24,100
488,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.9,16,Hybrid,512,1024,Nvidia,windows,4.14,12795.288,127
489,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i7,2.7,8,HDD,1024,0,Intel,windows,2.05,2803.768,100
490,Lenovo,2 in 1 Convertible,13.9,small,1920,1080,1,1,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.4,7497.16,158
491,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i7,1.8,8,SSD,256,0,Intel,windows,1.63,4632.408,157
492,Lenovo,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,HDD,500,0,Intel,windows,2.1,1401.928,112
493,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,HDD,1024,0,Intel,N/A,1.9,1183.248,100
494,Lenovo,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.6,4,SSD,16,0,Intel,other,1.25,1242.472,135
495,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,AMD,linux,2.2,3511.816,141
496,Lenovo,Notebook,13.3,small,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.44,4449.544,166
497,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,Hybrid,256,1024,Intel,windows,2,5738.92,141
498,Mediacom,Notebook,14,medium,1920,1080,1,0,Intel,Celeron Quad,1.1,4,SSD,32,0,Intel,windows,1.45,1823.888,157
499,Acer,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,1.6,4,HDD,1024,0,Nvidia,windows,2.2,2874.168,141
500,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,windows,3,4397.976,127
501,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.6,8,HDD,500,0,Intel,windows,1.9,4728.592,100
502,HP,Ultrabook,13.3,small,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.34,6203.032,166
503,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,256,1024,Nvidia,N/A,2.4,5387.272,141
504,HP,Notebook,13.3,small,1920,1080,0,0,Intel,Core i3,2.4,4,SSD,128,0,Intel,windows,1.49,3371.104,166
505,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,HDD,1024,0,Nvidia,N/A,2.2,2339.656,141
506,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,SSD,256,0,Nvidia,windows,1.93,7208.256,141
507,HP,Notebook,13.3,small,1920,1080,1,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,1.32,3277.384,166
508,Dell,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel,other,1.26,1383.184,135
509,Acer,Notebook,17.3,large,1920,1080,1,0,Intel,Core i3,2.7,4,HDD,1024,0,Nvidia,windows,3,3071.024,127
510,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,1.6,8,SSD,256,0,AMD,windows,1.75,5232.656,157
511,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,N/A,2.4,4074.4,141
512,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.7,16,Hybrid,128,1024,Nvidia,windows,4.5,11013.64,127
513,Toshiba,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,2.1,2822.6,100
514,HP,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,3.78,7023.544,127
515,Asus,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.3,7759.664,141
516,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.6,12,SSD,256,0,Intel,windows,8.4,7844.056,157
517,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,1.5,5152.84,157
518,HP,Notebook,15.6,medium,1366,768,0,0,AMD,A6-Series 9220,2.5,4,SSD,256,0,AMD,windows,1.86,1730.08,100
519,Asus,Ultrabook,13.3,small,1920,1080,0,1,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,1.1,8199.928,166
520,Dell,Ultrabook,13.3,small,1920,1080,1,1,Intel,Core i5,2.5,8,SSD,128,0,Intel,windows,1.29,4215.112,166
521,Asus,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,1.8,8,SSD,256,0,Intel,windows,1.25,5152.84,157
522,Lenovo,Ultrabook,14,medium,2560,1440,1,0,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.13,10699.48,210
523,Acer,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,4,HDD,500,0,Nvidia,windows,2.2,2996.048,141
524,Lenovo,Notebook,15.6,medium,1366,768,0,1,Intel,Core i7,1.8,12,HDD,1024,0,Intel,windows,2.2,2855.424,100
525,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Intel,windows,2.18,3919.696,141
526,Lenovo,Notebook,13.3,small,1920,1080,1,0,Intel,Core i3,2.4,4,SSD,128,0,Intel,windows,1.5,2574.088,166
527,Asus,Gaming,17.3,large,1920,1080,1,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,windows,2.73,8298.928,127
528,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,16,Hybrid,256,2048,AMD,windows,2.2,5716.568,141
529,Asus,2 in 1 Convertible,15.6,medium,1366,768,0,1,Intel,Core i5,2.5,8,HDD,1024,0,Intel,windows,2.2,3464.912,100
530,Xiaomi,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,1.8,16,SSD,256,0,Nvidia,N/A,1.95,6563.832,141
531,Asus,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.1,2,Flash Storage,32,0,Intel,windows,1.1,1148.752,135
532,Lenovo,Notebook,15.6,medium,1920,1080,0,0,AMD,A12-Series 9720P,3.6,12,SSD,512,0,AMD,windows,2.2,4449.544,141
533,Dell,Workstation,15.6,medium,1920,1080,0,0,Intel,Core i5,2.6,8,HDD,500,0,AMD,windows,2.23,6418.72,141
534,HP,Notebook,15.6,medium,1366,768,0,1,Intel,Core i5,1.6,4,HDD,1024,0,Intel,windows,2.04,2444.992,100
535,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.6,4,HDD,500,0,Intel,linux,1.93,4074.4,100
536,Dell,2 in 1 Convertible,31.6,large,1366,768,0,1,Intel,Core M,1,4,SSD,128,0,Intel,windows,1.39,2827.264,50
537,Asus,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,24,SSD,512,0,Nvidia,windows,2.24,13915.88,141
538,Dell,Workstation,15.6,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,2,10010.264,141
539,Samsung,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia,windows,2.5,7966.024,141
540,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,3,5476.328,127
541,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.04,4168.208,141
542,Lenovo,2 in 1 Convertible,14,medium,2560,1440,0,1,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,1.42,11763.84,210
543,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,3,7051.704,127
544,HP,Ultrabook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.84,6512.528,141
545,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia,windows,3,4871.504,127
546,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.94,10633.216,141
547,Lenovo,Notebook,17.3,large,1920,1080,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,N/A,2.8,2480.28,127
548,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,3,7459.584,127
549,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,256,1024,Nvidia,windows,3.2,6559.432,141
550,Acer,2 in 1 Convertible,11.6,small,1366,768,1,1,Intel,Celeron Quad,1.6,4,Flash Storage,32,0,Intel,other,1.25,1776.984,135
551,Acer,Notebook,15.6,medium,1366,768,1,0,Intel,Core i5,1.6,12,HDD,1024,0,Nvidia,windows,2.2,3253.888,100
552,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.3,8,HDD,1024,0,Intel,windows,2.29,2152.128,100
553,HP,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.6,8,SSD,256,0,Intel,windows,2.31,5270.056,112
554,Lenovo,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.65,6868.84,157
555,Dell,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.8,8,SSD,256,0,Nvidia,linux,1.64,5105.936,157
556,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Intel,linux,1.98,3403.928,141
557,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.37,9494.496,166
558,Asus,Notebook,14,medium,1920,1080,0,0,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel,windows,1.5,1397.176,157
559,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.6,16,SSD,512,0,Intel,windows,1.93,6689.056,141
560,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.7,6911.08,157
561,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,1.87,4018.52,157
562,Dell,2 in 1 Convertible,12.5,small,1920,1080,0,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.34,7830.064,176
563,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.6,8,SSD,256,0,Intel,windows,1.9,5527.896,141
564,Dell,Workstation,15.6,medium,1920,1080,0,1,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,2.06,8266.104,141
565,Lenovo,Notebook,15.6,medium,1366,768,0,0,AMD,A6-Series 7310,2,4,HDD,500,0,AMD,windows,2.19,1397.176,100
566,Mediacom,Notebook,14,medium,1920,1200,1,0,Intel,Atom Z8350,1.9,4,HDD,32,0,Intel,windows,1.4,1242.472,162
567,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,4,HDD,1024,0,AMD,windows,2.2,3638.36,141
568,HP,Notebook,17.3,large,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,2.63,5626.368,127
569,Lenovo,Ultrabook,14,medium,2560,1440,1,0,Intel,Core i7,2.5,64,SSD,512,0,Intel,windows,1.17,7908.032,210
570,Fujitsu,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,2.2,3746.248,100
571,HP,2 in 1 Convertible,13.3,small,1366,768,1,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.58,3922.512,118
572,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,1.88,4369.816,100
573,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.32,7028.296,157
574,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.84,5715.424,141
575,Mediacom,Notebook,14,medium,1920,1080,0,0,Intel,Atom x5-Z8350,1.4,2,Flash Storage,32,0,Intel,windows,1.4,1120.592,157
576,Dell,Gaming,17.3,large,3840,2160,0,0,Intel,Core i7,2.8,32,Hybrid,1024,1024,Nvidia,windows,4.36,17157.624,255
577,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.4,4,HDD,500,0,Intel,windows,2.1,3134.296,100
578,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,2.7,6325,127
579,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.7,6322.536,127
580,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,128,0,Intel,N/A,2.2,2194.28,141
581,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,1024,0,Intel,N/A,1.9,2296.976,100
582,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,AMD,linux,2.33,3651.824,141
583,Dell,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i3,2.4,4,HDD,1024,0,Intel,windows,1.71,3042.952,166
584,Asus,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i5,2.5,6,HDD,1024,0,Intel,windows,1.5,2996.048,166
